"","t1","t2"
"PLAND",0.912310445777749,-0.138176178253183
"LPI",0.273666518659108,-0.931263877403348
"ED",0.806373368148787,0.27930143216749
"ENN",-0.926025680164795,-0.235044938967124
"SHAPE",-0.433969917556379,0.180388100713151
"IMP",-0.889291902109322,0.178242616472925
